"Trait","Trait.short","N","Nz","Prev","MS.Mdl","VE_ID","CI_ID","MS.CI_ID","LogL_ID","Pv_ID","FDR_ID","SW_PV_ID","SW_FDR_ID","VE_COHOUSING.ID_DMP","CI_COHOUSING.ID_DMP","MS.CI_COHOUSING.ID_DMP","LogL_COHOUSING.ID_DMP","Pv_COHOUSING.ID_DMP","FDR_COHOUSING.ID_DMP","SW_PV_COHOUSING.ID_DMP","SW_FDR_COHOUSING.ID_DMP","VE_famID","CI_famID","MS.CI_famID","LogL_famID","Pv_famID","FDR_famID","SW_PV_famID","SW_FDR_famID","VE_Residual","CI_Residual","MS.CI_Residual","LogL_Residual","Est_Age","SE_Age","P.Chisq_Age","Est_Sex","SE_Sex","P.Chisq_Sex","Est_META.DNA.postclean.reads","SE_META.DNA.postclean.reads","P.Chisq_META.DNA.postclean.reads","Est_META.POOP.Freq","SE_META.POOP.Freq","P.Chisq_META.POOP.Freq"
"PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I","I",3571,0,100,"no.family.ID",0.15905295622247,NA,"0.02-0.29",-4315.66158393045,0.0423432960899794,1,0.00385446685878963,0.913508645533141,0.0551877190252798,NA,"0-0.12",-4314.83594158191,0.116027268558833,1,0.0153043227665706,1,2.28704100490822e-09,NA,NA,-4313.60086939731,1,1,0.325725360230548,1,0.785759322465209,NA,"0.66-0.91",-4313.60086940821,-0.00415000759597894,0.000832754136605815,6.24530937004949e-07,0.0155149527046046,0.0269321916583225,0.564564729673918,-0.154988730328064,0.0920850591078483,0.0923549623851436,0.0939381515660006,0.0239883238985654,9.00321896279858e-05
"PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.","bacteria",3571,56,99.32,"no.family.ID",0.141501236015347,NA,"0.01-0.27",-5401.53876519325,0.0436476540928891,1,0.00787492795389049,1,0.0646307545249923,NA,"0-0.13",-5401.05626615725,0.0780454237504024,1,0.00673948126801153,1,0,NA,NA,-5399.50369514021,1,1,1,1,0.79386800945966,NA,"0.67-0.92",-5399.50369514398,-0.00800463692056944,0.00113042794984176,1.43047921548487e-12,0.0632448089042288,0.0364165860960693,0.082439537250869,-0.107999212815991,0.124818187511356,0.386900373812593,0.0380488881536362,0.0325157414068395,0.241933267963987
"VALSYN.PWY..L.valine.biosynthesis","biosynthesis",3571,0,100,"full.model",0.166947981341172,"0-0.31","0-0.31",-4199.23935620115,0.0442604097429854,1,0.00271844380403458,0.685047838616715,0.0584219209743173,"0-0.12","0-0.12",-4198.4644968888,0.114072003819203,1,0.0116262247838617,1,0.002760328624253,"0-0.06","0-0.06",-4197.22147408456,0.917094882743786,1,0.251346974063401,1,0.771869769060258,"0.63-0.93","0.63-0.93",-4197.21605632125,-0.0043574447404305,0.000807386876623065,6.77747849861632e-08,-0.0327208944531177,0.0260291526135724,0.208722341522678,-0.148604644089926,0.0891406620283514,0.0954984332253155,0.038802133157817,0.0232230001492781,0.0947514512093394
"ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.","threonine",3571,0,100,"full.model",0.166947981341172,"0-0.31","0-0.31",-4199.23935620115,0.0442604097429854,1,0.00271844380403458,0.685047838616715,0.0584219209743173,"0-0.12","0-0.12",-4198.4644968888,0.114072003819203,1,0.0116262247838617,1,0.002760328624253,"0-0.06","0-0.06",-4197.22147408456,0.917094882743786,1,0.251346974063401,1,0.771869769060258,"0.63-0.93","0.63-0.93",-4197.21605632125,-0.0043574447404305,0.000807386876623065,6.77747849861632e-08,-0.0327208944531177,0.0260291526135724,0.208722341522678,-0.148604644089926,0.0891406620283514,0.0954984332253155,0.038802133157817,0.0232230001492781,0.0947514512093394
"PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.","plastidic",3571,23,99.72,"full.model",0.165742575377027,"0-0.33","0-0.33",-4926.68016543736,0.045375759243688,1,0.00288414985590778,0.709500864553314,0.00461045626701352,"0-0.08","0-0.08",-4924.68452291758,0.908071383010401,1,0.315711239193084,1,0.0310408468413597,"0-0.08","0-0.08",-4925.3606335283,0.242577084659201,1,0.0145118155619597,1,0.7986061215146,"0.65-0.94","0.65-0.94",-4924.67785608013,-0.00616237979314597,0.000982160002622012,3.51180220151305e-10,0.0283271811385577,0.0321299695718981,0.377969584704932,-0.176762578632807,0.109239211636676,0.105635899849219,0.101931958882977,0.0284575340484067,0.000341108146391004
"PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.","plastidic",3571,23,99.72,"full.model",0.165706673718271,"0-0.32","0-0.32",-4926.68315804077,0.0453827716724364,1,0.00289164265129683,0.709500864553314,0.00461134901146419,"0-0.08","0-0.08",-4924.68764432725,0.908081268147465,1,0.315700288184438,1,0.0310412797895035,"0-0.08","0-0.08",-4925.36373995649,0.242582749399693,1,0.0145100864553314,1,0.798640697480761,"0.65-0.94","0.65-0.94",-4924.68097892989,-0.00616230994058542,0.000982159641609163,3.51335559024614e-10,0.0283265218003459,0.0321299908802117,0.377981001794756,-0.176751874061672,0.109239309819313,0.105657328829335,0.10193264014726,0.0284575584563295,0.000341080894437179
"PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.","sulfhydrylation",3571,283,96.55,"no.family.ID",0.160765597879265,NA,"0.08-0.34",-6235.9441917687,0.0487640925717102,1,0.00358011527377522,0.852067435158501,0.037357877444647,NA,"0-0.12",-6234.46727724671,0.334959984523624,1,0.0577608069164265,1,0.0306728139378662,NA,NA,-6234.60833796377,0.270986214141881,1,0.015185590778098,1,0.771203710738222,NA,"0.59-0.85",-6234.0024639715,-0.000445886085171079,0.00142815286158039,0.75487961303191,-0.0604831128537412,0.0459796782004238,0.188364955539255,0.169441085643887,0.157689783457235,0.282588948588547,-0.101441452694375,0.0410870584828361,0.0135514209829699
"PWY.5097..L.lysine.biosynthesis.VI","VI",3571,0,100,"full.model",0.151781119432673,"0-1.00","0.02-0.28",-4442.83071242594,0.0500413842154319,1,0.0051864553314121,1,0.0388257857314831,"0-0.1","0-0.1",-4441.51697293309,0.270819268157562,1,0.0523432276657061,1,0,"0-0.05","0-0.05",-4440.91067662548,0.999980840473271,1,1,1,0.809393094835844,"0.68-1.00","0.68-1.00",-4440.9106766252,-0.00515872950351459,0.000859222836466778,1.92576022931217e-09,0.0190680162188748,0.0280262026431642,0.496274080183851,-0.201112209718499,0.0954021131197659,0.0350268594881869,0.0605363137695378,0.0248497096121177,0.0148466849218083
"PWY.6123..inosine.5..phosphate.biosynthesis.I","I",3571,0,100,"no.family.ID",0.162197553045094,NA,"0.03-0.3",-4182.32545821619,0.0509609778856954,1,0.00336167146974063,0.809815561959654,0.049920172448667,NA,"0-0.11",-4181.37676944188,0.166721547569541,1,0.023335734870317,1,0.00100362315666747,NA,NA,-4180.42147298725,0.96824422828275,1,0.282104322766571,1,0.786878651349571,NA,"0.65-0.92",-4180.42068055045,-0.00477016855811947,0.000801516956459733,2.65816802663015e-09,-0.0506344859971018,0.0259748044515749,0.0512513397653098,-0.153876233938387,0.0887106437163996,0.0828141743804698,0.0437648144877632,0.0231089440738391,0.0582452631734568
"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.","engineered",3571,0,100,"no.family.ID",0.161219218709947,NA,"0.03-0.3",-4185.69998508882,0.0523217967683411,1,0.00351181556195965,0.839323919308357,0.0594799258773116,NA,"0-0.12",-4185.11954551552,0.10655603947553,1,0.0106397694524496,1,0.00294889883027067,NA,NA,-4183.82350587871,0.911011326815601,1,0.248112680115274,1,0.776351956582471,NA,"0.64-0.91",-4183.81726039482,-0.00429059221298354,0.000804409185157864,9.61557275018448e-08,-0.0326434764334492,0.0259238757862132,0.207956262282899,-0.155161321246469,0.088807357332705,0.0806083015996965,0.0386285683914925,0.023136018142651,0.0949927757326806
"HISTSYN.PWY..L.histidine.biosynthesis","biosynthesis",3571,0,100,"no.family.ID",0.152620790218224,NA,"0.04-0.31",-4155.22044541817,0.0553579895746899,1,0.00501037463976945,1,0.0329550431346114,NA,"0-0.1",-4153.8288033762,0.346023704015994,1,0.0768305475504323,1,0.0169558636070447,NA,NA,-4153.62368243697,0.489445979672962,1,0.0753420749279539,1,0.79746830304012,NA,"0.64-0.9",-4153.3848104445,-0.00577631003738658,0.000794366796592305,3.55279275417694e-13,-0.0485860101373661,0.0257923940745612,0.0596009624733229,-0.109790861680979,0.0880445895948288,0.212400585807162,0.0147477254804025,0.0229361897009353,0.520231016839804
"PWY.2942..L.lysine.biosynthesis.III","III",3571,0,100,"full.model",0.148057219176762,"0-0.28","0-0.28",-4461.8792358732,0.0572108245034469,1,0.00604755043227666,1,0.0334093736666594,"0-0.1","0-0.1",-4460.50259617364,0.352852901869401,1,0.0746832853025937,1,0.00291958095608626,"0-0.06","0-0.06",-4460.07750066579,0.909294408317908,1,0.248620749279539,1,0.815613826200493,"0.69-0.96","0.69-0.96",-4460.07101080495,-0.0053044823001042,0.000863047800888018,7.93508321360258e-10,0.0197542746490074,0.0281962822804646,0.483553579864312,-0.192030169843551,0.0959121637635898,0.0452690148200487,0.0655956301734512,0.0249823587296173,0.00864765760500428
"PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.","glutamate",3571,0,100,"full.model",0.151482265858098,"0-0.29","0-0.29",-4445.70482432105,0.0572340987487773,1,0.00524956772334294,1,0.0508660920921144,"0-0.11","0-0.11",-4444.93025923014,0.150552555475662,1,0.0216887608069164,1,0.006531196620918,"0-0.06","0-0.06",-4443.92941244333,0.798837008629403,1,0.19110288184438,1,0.79112044542887,"0.71-0.93","0.71-0.93",-4443.8969375397,-0.00660217638678014,0.00086365155038776,2.09773702680198e-14,0.0404388925875206,0.0279208371698814,0.147521712920011,-0.117139461667216,0.0955126762253797,0.220037492368476,0.0968544908729283,0.0248817109723521,9.91765393903526e-05
"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation","degradation",3571,6,99.93,"full.model",0.16532371141999,"0-0.31","0-0.31",-4623.17321566934,0.0613266937589701,1,0.00293054755043228,0.715053602305475,0.0943888232878938,"0.02-0.16","0.02-0.16",-4624.37219163168,0.0151487146587525,1,0.000306916426512968,0.077649855907781,0.00525505188408745,"0-0.07","0-0.07",-4621.43837744452,0.859215740640525,1,0.210406340057637,1,0.735032413408028,"0.59-1.00","0.59-1.00",-4621.42264692774,-0.00475147253838827,0.000917173175729144,2.21218335070331e-07,-0.045452512301549,0.0290192002959126,0.117280506608166,-0.120677015994923,0.100392254160466,0.229342200586232,-0.0287133811812786,0.0261634461070364,0.272439595460937
"ORNDEG.PWY..superpathway.of.ornithine.degradation","degradation",3571,7135,13.06,"no.family.ID",0.133507813463306,NA,"0-0.27",-6277.65675922184,0.062326157417939,1,0.0107780979827089,1,0.0362440781871195,NA,"0-0.1",-6276.61495597199,0.238274890491976,1,0.0621187319884726,1,3.12272459860366e-10,NA,NA,-6275.91957031214,1,1,0.358024495677233,1,0.830248108037303,NA,"0.7-0.96",-6275.91957032723,0.00591136921725374,0.00143414881505653,3.75815821952139e-05,0.0828454716389707,0.0468835191592769,0.0772200368175313,-0.404259216176516,0.159468058165683,0.0112431850101269,-0.0065473187234432,0.0415349736040813,0.874745311049472
"GALACTARDEG.PWY..D.galactarate.degradation.I","I",3571,5672,30.89,"no.family.ID",0.128456664266246,NA,"0-0.26",-6823.91356087396,0.0629193954763618,1,0.0130576368876081,1,0.0601333163692169,NA,"0-0.12",-6824.16211776455,0.0467094585900153,1,0.0100593659942363,1,0,NA,NA,-6822.18420601727,0.999997593753317,1,1,1,0.811410019364537,NA,"0.68-1.00",-6822.18420601726,0.0090674130955155,0.00168085797079902,6.87089876942793e-08,0.104683825000609,0.0543038621149631,0.0538872498373734,-0.318227616478005,0.185892849133707,0.0869174307492004,0.0327696753258449,0.0484226580221766,0.498569284847813
"GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation","degradation",3571,5672,30.89,"no.family.ID",0.128456664266246,NA,"0-0.26",-6823.91356087396,0.0629193954763618,1,0.0130576368876081,1,0.0601333163692169,NA,"0-0.12",-6824.16211776455,0.0467094585900153,1,0.0100593659942363,1,0,NA,NA,-6822.18420601727,0.999997593753317,1,1,1,0.811410019364537,NA,"0.68-1.00",-6822.18420601726,0.0090674130955155,0.00168085797079902,6.87089876942793e-08,0.104683825000609,0.0543038621149631,0.0538872498373734,-0.318227616478005,0.185892849133707,0.0869174307492004,0.0327696753258449,0.0484226580221766,0.498569284847813
"PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.","containing",3571,0,100,"no.family.ID",0.147969119757499,NA,"0.02-0.29",-4362.18327883026,0.0643577874191443,1,0.00606743515850144,1,0.0354778969784849,NA,"0-0.1",-4360.94477191731,0.3311613955855,1,0.0652809798270893,1,0.00663858276018874,NA,NA,-4360.50530645702,0.798125822658503,1,0.18950288184438,1,0.809914400503827,NA,"0.67-0.93",-4360.47259644363,-0.00518507796024915,0.000840398039213382,6.83815009606529e-10,-0.0269287650901642,0.0273825331143391,0.325396560065973,-0.0532892496313209,0.0932863339642452,0.567834320952385,0.0202085321933826,0.0242994170367726,0.405608342840118
"PPGPPMET.PWY..ppGpp.biosynthesis","biosynthesis",3571,2115,74.23,"full.model",0.124430003369271,"0-0.26","0-0.26",-8142.21851068941,0.0656988254005847,1,0.0151374639769452,1,0.101493732523016,"0.04-0.16","0.04-0.16",-8145.84189699822,0.0011102049273151,0.295314510665817,0.00013314121037464,0.0344835734870317,0,"0-0.03","0-0.03",-8140.52484044666,0.999521071095497,1,1,1,0.774076264107713,"0.65-0.89","0.65-0.89",-8140.52484026651,0.0247816327503074,0.00245519602622797,5.89992123701481e-24,0.0571439205536603,0.077709938909845,0.462127014970233,0.0188348320943775,0.268937957264556,0.944166505655038,0.0113520459494967,0.0700768341186386,0.871310362076136
"PWY.6630..superpathway.of.L.tyrosine.biosynthesis","biosynthesis",3571,4850,40.9,"no.family.ID",0.123784346981351,NA,"0-0.26",-8516.9900202201,0.0664883700295798,1,0.0155092219020173,1,0.0311703628552338,NA,"0-0.09",-8515.88254743702,0.282982886975516,1,0.0858461095100864,1,3.33677163006533e-08,NA,NA,-8515.30619158394,1,1,0.306300288184438,1,0.845045256795698,NA,"0.72-0.96",-8515.30619319725,0.0100539844937361,0.00268008239359579,0.000175869939973379,0.0939617632379453,0.0878854792011082,0.28500719480153,-0.326756439569765,0.29850591125092,0.273674488659004,-0.140995525055693,0.0777456269674294,0.0697471466171925
"PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II","II",3571,0,100,"full.model",0.151971137614278,"0-0.29","0-0.29",-4235.10424970984,0.0675102126333726,1,0.00514899135446686,1,0.0385070849682001,"0-0.1","0-0.1",-4233.98270547811,0.294385928202744,1,0.0534899135446686,1,0.00347486009276369,"0-0.06","0-0.06",-4233.44161255347,0.895451863118843,1,0.239228242074928,1,0.806046917324759,"0.67-0.96","0.67-0.96",-4233.43297840639,-0.00537290132294509,0.000811259315287601,3.52184044550359e-11,-0.0357485882503728,0.0264248492263445,0.176106808675366,-0.0868748188955792,0.0900248544716071,0.334540169828487,0.0209906202346429,0.0234497614443764,0.370716794709393
"GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation","degradation",3571,0,100,"full.model",0.143784171164473,"0-0.28","0-0.28",-4329.91275951691,0.0707508391530744,1,0.00720115273775216,1,0.0783831972073756,"0.01-0.14","0.01-0.14",-4330.85218555064,0.0233219216156851,1,0.00180057636887608,0.433938904899135,0,"0-0.05","0-0.05",-4328.2800024229,1,1,1,1,0.777832631628151,"0.64-0.92","0.64-0.92",-4328.28000242307,-0.00483908810717983,0.000840298506356524,8.47276960974878e-09,-0.0475849413797082,0.0268824799078567,0.0767088497921429,-0.152665964910168,0.0924778828142104,0.0987717428805292,0.0110004598991759,0.0240936045893516,0.647978867727263
"PWY0.1479..tRNA.processing","processing",3571,1011,87.68,"full.model",0.141941960469861,"0-0.29","0-0.29",-8789.51340048652,0.0713754755124511,1,0.00774178674351585,1,0.110397037511576,"0.04-0.18","0.04-0.18",-8792.50945572295,0.0023636997736694,0.621653040475052,4.6685878962536e-05,0.0125118155619597,0.0435016404206515,"0-0.1","0-0.1",-8788.9360360224,0.147649057936442,1,0.00229538904899135,0.631231988472623,0.704159361597912,"0.57-0.84","0.57-0.84",-8787.88784972086,-0.0116391388190912,0.0029727615485728,9.03062784244353e-05,0.243520580930877,0.0918718225120114,0.00803356610779844,0.362932528137339,0.322145727096144,0.25990750046314,0.235179290631271,0.0840179012271052,0.00512362295251467
"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.","containing",3571,0,100,"full.model",0.144483121766307,"0-0.27","0-0.27",-4350.21458977084,0.0716647715748598,1,0.00700662824207493,1,0.0339729461039735,"0-0.1","0-0.1",-4349.02497878527,0.352273628287602,1,0.0720394812680115,1,0.00691151646917643,"0-0.06","0-0.06",-4348.62769278139,0.790351928760182,1,0.185536887608069,1,0.814632415660543,"0.67-0.96","0.67-0.96",-4348.59235370186,-0.00511575583034524,0.000837199206952785,9.92822579165881e-10,-0.0283209575786305,0.0273003251469529,0.299556299326713,-0.0482322053990172,0.0929737129932795,0.603919398040495,0.0182282115183954,0.024217679403486,0.451641025288215
"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.","containing",3571,0,100,"no.family.ID",0.142069033005271,NA,"0.02-0.29",-4365.28962106292,0.0755344276744333,1,0.00770662824207493,1,0.0317594774113138,NA,"0-0.1",-4364.08932914919,0.383994130134381,1,0.0827668587896254,1,0.00782303850313511,NA,NA,-4363.75572913059,0.763319919409245,1,0.172568299711816,1,0.81834845108028,NA,"0.68-0.94",-4363.71039129056,-0.0050632844468302,0.000840344040517822,1.68846539997301e-09,-0.0217951680220691,0.0274256233993896,0.426787499725528,-0.0591561242151991,0.093365763665685,0.526344862797962,0.0246404642669578,0.0243196179808308,0.310968031175607
"NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I","I",3571,0,100,"full.model",0.139118711803867,"0-0.28","0-0.28",-4417.77711456295,0.0775172572036277,1,0.00867780979827089,1,0.0350664803687881,"0-0.1","0-0.1",-4416.68858743652,0.332497072176114,1,0.0671031700288184,1,0.0109147133577136,"0-0.06","0-0.06",-4416.30361694823,0.680817589313566,1,0.133240345821326,1,0.814900094469631,"0.68-0.96","0.68-0.96",-4416.21901347841,-0.00521926789287299,0.000853930162626061,9.83564355923048e-10,0.00612984900288248,0.0277884521429556,0.825411846592274,-0.105522796317465,0.0947599349876201,0.265459283995252,0.0322964369858969,0.0246836887102336,0.190733570672769
"GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronide.and.D.glucuronate.degradation","degradation",3571,0,100,"full.model",0.149147827073389,"0-0.31","0-0.31",-4293.62362588216,0.0805706873523266,1,0.00576916426512968,1,0.0749028861192902,"0-0.14","0-0.14",-4294.16248241776,0.0421028411769987,1,0.00256397694524496,0.604622478386167,0.0182433082091356,"0-0.08","0-0.08",-4292.30864011833,0.51525499327902,1,0.0660371757925072,1,0.757705978598185,"0.6-0.91","0.6-0.91",-4292.09694981901,-0.00553480068075037,0.00083420625109888,3.24918935794358e-11,-0.0378601075102002,0.0265154327309076,0.153334528668508,-0.164251925954673,0.0915552671484545,0.0728100715100312,-0.00119493430765014,0.0238586940971868,0.960055601106061
"PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis","biosynthesis",3571,0,100,"full.model",0.139110530890256,"0-0.28","0-0.28",-4404.07702740639,0.0806771132043506,1,0.00867925072046109,1,0.0369282772389096,"0-0.1","0-0.1",-4403.06147482719,0.312494607945512,1,0.0594046109510086,1,0.0095200346517918,"0-0.06","0-0.06",-4402.61339725455,0.724791681939306,1,0.150101152737752,1,0.814441157219043,"0.68-0.96","0.68-0.96",-4402.55142338925,-0.00413101225120408,0.000850820293228437,1.20187167693515e-06,-0.0139542916577925,0.0276784294875413,0.614150605691624,-0.0891298820359516,0.0943980280112368,0.345071438817249,0.0139024207804188,0.024589325796129,0.571812344890797
"PWY.5686..UMP.biosynthesis","biosynthesis",3571,0,100,"full.model",0.138919032317095,"0-0.28","0-0.28",-4382.08594668609,0.0822688253491161,1,0.00874351585014409,1,0.0365785130250358,"0-0.1","0-0.1",-4381.08305334268,0.314014876811219,1,0.0607818443804035,1,0.0049225847057465,"0-1.00","0-1.00",-4380.59383293668,0.851025725799076,1,0.215670893371758,1,0.819579869952123,"0.68-0.96","0.68-0.96",-4380.57619666963,-0.00476432368280852,0.000844705062122713,1.69831516128644e-08,-0.0196545668490236,0.027540921186099,0.47544389094829,-0.105403190991331,0.0938082147430623,0.261181485207246,0.0165042790715346,0.0244346057854895,0.499391867980044
"PWY.6700..queuosine.biosynthesis","biosynthesis",3571,0,100,"full.model",0.131184805549698,"0-0.26","0-0.26",-4751.34404389741,0.0840892066573634,1,0.0117899135446686,1,0.043243966316857,"0-0.1","0-0.1",-4750.59682137017,0.222279524609306,1,0.0385057636887608,1,0.00263386471350225,"0-0.06","0-0.06",-4749.85729824485,0.91820081463078,1,0.25353976945245,1,0.822937363419943,"0.7-0.96","0.7-0.96",-4749.85202456633,-0.00437353793552188,0.000937495564126095,3.08423182225102e-06,0.123161795285559,0.0305066357018206,5.40898866472895e-05,-0.415800202584675,0.104030936793502,6.41801273503457e-05,0.132327765779014,0.0270971370049155,1.04240672660664e-06
"ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation","degradation",3571,7054,14.05,"full.model",0.137300907233368,"0-0.28","0-0.28",-6387.49706097757,0.0853738821153254,1,0.00932363112391931,1,0.025504648686925,"0-0.09","0-0.09",-6386.25015737736,0.494971389338131,1,0.119476368876081,1,0.00383710594116507,"0-0.06","0-0.06",-6386.02756022287,0.886129813493728,1,0.233139193083573,1,0.833357338138542,"0.7-1.00","0.7-1.00",-6386.01730666473,0.0053872184571788,0.00147650509310675,0.000263644097986943,0.0614896150973112,0.0484382937878516,0.204283386795944,-0.296713427177823,0.164445944812875,0.0711808513147341,-0.0071124939590476,0.0428314813842062,0.868111603543553
"ARGDEG.PWY..superpathway.of.L.arginine..putrescine..and.4.aminobutanoate.degradation","degradation",3571,7054,14.05,"full.model",0.137300907233368,"0-0.28","0-0.28",-6387.49706097757,0.0853738821153254,1,0.00932363112391931,1,0.025504648686925,"0-0.09","0-0.09",-6386.25015737736,0.494971389338131,1,0.119476368876081,1,0.00383710594116507,"0-0.06","0-0.06",-6386.02756022287,0.886129813493728,1,0.233139193083573,1,0.833357338138542,"0.7-1.00","0.7-1.00",-6386.01730666473,0.0053872184571788,0.00147650509310675,0.000263644097986943,0.0614896150973112,0.0484382937878516,0.204283386795944,-0.296713427177823,0.164445944812875,0.0711808513147341,-0.0071124939590476,0.0428314813842062,0.868111603543553
"PWY.5840..superpathway.of.menaquinol.7.biosynthesis","biosynthesis",3571,4412,46.24,"full.model",0.123892471633578,"0-0.25","0-0.25",-8580.43494109671,0.0904240618877245,1,0.0154481268011527,1,0.0289047681106298,"0-0.09","0-0.09",-8579.37393048121,0.388131881253104,1,0.0982608069164265,1,0,"0-0.05","0-0.05",-8579.00153720519,1,1,1,1,0.847202760255793,"0.73-0.97","0.73-0.97",-8579.00153721368,0.0114657975162463,0.00272671682899023,2.61101949040755e-05,0.0299019394047414,0.0895175413802612,0.738353590676864,0.466915843885767,0.303862368047618,0.124390543321103,0.00684837792099896,0.0791401944658791,0.931041323337826
"GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation","degradation",3571,0,100,"no.family.ID",0.145880008748151,NA,"0.02-0.3",-4252.79053673103,0.0914596930456781,1,0.00661527377521614,1,0.0795775425589625,NA,"0.03-0.15",-4253.65242651272,0.0324934535860814,1,0.00159740634005764,0.386572334293948,0.00932309133185071,NA,NA,-4251.42300275921,0.736279170030952,1,0.15258242074928,1,0.765219357361036,NA,"0.61-0.89",-4251.36629077534,-0.00547319449656692,0.000824181167218176,3.12056543776842e-11,-0.0381338574573244,0.0262411440643348,0.146165832099969,-0.143408384715781,0.0905153388768742,0.113113069329922,-0.00854614911748375,0.0235856026836587,0.717093476872328
"POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II","II",3571,3081,62.46,"full.model",0.126731665813121,"0-0.27","0-0.27",-8508.29591805825,0.0954574433398596,1,0.0139397694524496,1,0.178727614782333,"0.1-0.25","0.1-0.25",-8518.42022448851,1.59621094390533e-06,0.000440554220517871,0,0,0.0206552501225262,"0-0.08","0-0.08",-8507.13222065564,0.501173979827575,1,0.0510734870317003,1,0.67388546928202,"0.54-0.81","0.54-0.81",-8506.90599586805,0.0147808158875436,0.00277604331095847,1.01276591742678e-07,0.582717799247713,0.0837921664135067,3.54258832936133e-12,0.257855337698521,0.297344424165208,0.385835654797309,0.1589015006451,0.0775981395847956,0.0405846151693303
"PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II","II",3571,2,99.98,"full.model",0.141308043779213,"0-0.29","0-0.29",-4432.31421379397,0.0959669522032231,1,0.007935734870317,1,0.0921050791079544,"0.02-0.16","0.02-0.16",-4433.95260055287,0.0139213148366944,1,0.000402017291066282,0.100906340057637,0.00489102179422769,"0-0.06","0-0.06",-4430.94452587645,0.858148761411627,1,0.216151008645533,1,0.761695855318605,"0.61-1.00","0.61-1.00",-4430.92855345366,-0.00367527687886861,0.000868318104482454,2.30965306842414e-05,-0.0725819020596824,0.0275336838811328,0.00838617988211431,-0.000675677254451958,0.0951786285127607,0.994335830115984,-0.064189723171963,0.0248017423067133,0.00965031874757754
"PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III","III",3571,0,100,"no.family.ID",0.135293279297528,NA,"0.01-0.28",-4386.50725861896,0.100603612301868,1,0.0100720461095101,1,0.048827292094238,NA,"0-0.11",-4386.05131338769,0.181651826491145,1,0.0254014409221902,1,0.0049712768877261,NA,NA,-4385.17549092759,0.857124236055699,1,0.214892219020173,1,0.810908151720508,NA,"0.67-0.93",-4385.1592844309,-0.00496259679700304,0.000848250162603269,4.9041292555703e-09,0.0457941497453695,0.0274906885494046,0.095752091036767,-0.155563868353823,0.0939456130500229,0.0977435210977227,0.0690761900974279,0.0244717241289332,0.00476219929514396
"PWY.6897..thiamin.salvage.II","II",3571,0,100,"full.model",0.135704858192665,"0-0.3","0-0.3",-4167.40606934892,0.102389923760817,1,0.0099193083573487,1,0.0473583910176288,"0-0.11","0-0.11",-4166.99095399924,0.17522231842085,1,0.0284755043227666,1,0.0196625226872362,"0-0.07","0-0.07",-4166.40618931575,0.413694771511287,1,0.0568737752161383,1,0.797274228102471,"0.64-0.94","0.64-0.94",-4166.07211063259,-0.0054758148345887,0.000799854002941966,7.59339732243299e-12,-0.0168954917624775,0.0257730553348147,0.512114571028415,-0.1558321402637,0.0883732246135007,0.077842975127648,0.033987726946293,0.0230236424698723,0.139887576004234
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis","biosynthesis",3571,0,100,"full.model",0.129066006904351,"0-0.27","0-0.27",-4410.7067417862,0.102456565348003,1,0.0127634005763689,1,0.0351084490224452,"0-0.1","0-0.1",-4409.83801164931,0.335013219332449,1,0.066921325648415,1,0.00939374552917873,"0-0.06","0-0.06",-4409.43817212099,0.718698937649051,1,0.151698847262248,1,0.826431798544025,"0.69-1.00","0.69-1.00",-4409.37330075752,-0.0044873648427096,0.000851620741913029,1.37015376611511e-07,0.00515337345463389,0.0277452388190808,0.85264942756111,-0.122888325748156,0.0945723628193131,0.193803073879425,0.0271172617510359,0.0246339126188755,0.270979280811131
