"Taxon_Shortname","LBL","CI_ID_low","CI_ID_high","Var.Exp","Var.Exp.NR"
"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation","*",0.03,0.3,"Additive genetics",0.165926424863056
"PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II","*",0.03,0.3,"Additive genetics",0.166452763486069
"PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II","*",0.03,0.3,"Additive genetics",0.166452763486069
"PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis","*",0.03,0.3,"Additive genetics",0.166631859396679
"VALSYN.PWY..L.valine.biosynthesis","*",0,0.31,"Additive genetics",0.166947981341172
"ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.","*",0,0.31,"Additive genetics",0.166947981341172
"PWY.5177..glutaryl.CoA.degradation","*",0.03,0.31,"Additive genetics",0.170651488140813
"OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.","*",0.04,0.3,"Additive genetics",0.170671491126297
"PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.","*",0.04,0.31,"Additive genetics",0.179330160813545
"PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I","*",0.05,0.32,"Additive genetics",0.181810504629838
"PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage","*",0.05,0.32,"Additive genetics",0.182193570907186
"PWY_GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.","*",0.04,0.32,"Additive genetics",0.182728932997368
"PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II","*",0.05,0.32,"Additive genetics",0.182763208836185
"PWY.5484..glycolysis.II..from.fructose.6.phosphate.","*",0.04,0.32,"Additive genetics",0.185652042518772
"PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation","*",0.03,0.29,"Additive genetics",0.187225407325465
"PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I","*",0.05,0.32,"Additive genetics",0.18812773983948
"PWY.5973..cis.vaccenate.biosynthesis","*",0.03,0.33,"Additive genetics",0.191260009262869
"COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I","*",0.05,0.33,"Additive genetics",0.191985687351951
"PWY.621..sucrose.degradation.III..sucrose.invertase.","*",0.05,0.34,"Additive genetics",0.196446467840388
"PWY.7663..gondoate.biosynthesis..anaerobic.","*",0.04,0.34,"Additive genetics",0.197197917086644
"RHAMCAT.PWY..L.rhamnose.degradation.I","*",0.05,0.35,"Additive genetics",0.199561750551441
"ANAEROFRUCAT.PWY..homolactic.fermentation","*",0.06,0.35,"Additive genetics",0.204104145506598
"PWY.5667..CDP.diacylglycerol.biosynthesis.I","*",0.07,0.34,"Additive genetics",0.204139144068373
"PWY0.1319..CDP.diacylglycerol.biosynthesis.II","*",0.07,0.34,"Additive genetics",0.204179689438268
"PANTO.PWY..phosphopantothenate.biosynthesis.I","*",0.07,0.34,"Additive genetics",0.207522876057182
"PWY.6703..preQ0.biosynthesis","**",0.08,0.35,"Additive genetics",0.215832525405113
"PWY.5101..L.isoleucine.biosynthesis.II","**",0.09,0.36,"Additive genetics",0.229610768801535
"X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis","**",0.08,0.39,"Additive genetics",0.240430172621247
"NAGLIPASYN.PWY..lipid.IVA.biosynthesis","**",0.14,0.39,"Additive genetics",0.26629737003522
"PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I","**",0.11,0.41,"Additive genetics",0.267328419040388
"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage","**",0.14,0.4,"Additive genetics",0.272497299557521
"PWY.7392..taxadiene.biosynthesis..engineered.","",0,0.12,"Cohousing",0.0132678463893998
"P162.PWY..L.glutamate.degradation.V..via.hydroxyglutarate.","",0,0.06,"Cohousing",0.0506930946489679
"PWY.5747..2.methylcitrate.cycle.II","",0,0.14,"Cohousing",0.0601025784494252
"GLUTORN.PWY..L.ornithine.biosynthesis","",0,0.1,"Cohousing",0.144369145045169
"PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.","",0,0.1,"Cohousing",0.0862464632610573
"PWY.6588..pyruvate.fermentation.to.acetone","",0,0.1,"Cohousing",0.0434645783984542
"PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation","",0,0.11,"Cohousing",0.0570317321353065
"PWY.7003..glycerol.degradation.to.butanol","",0,0.1,"Cohousing",0.0489488527492044
"PWY.6901..superpathway.of.glucose.and.xylose.degradation","",0,0.16,"Cohousing",0
"PWY.5941..glycogen.degradation.II..eukaryotic.","",0,0.06,"Cohousing",0.109421883361729
"PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II","",0,0.1,"Cohousing",0.106330912149549
"PWY.6823..molybdenum.cofactor.biosynthesis","",0,0.07,"Cohousing",0.0461507597662818
"PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation","",0,0.12,"Cohousing",0.0152449963366759
"ARGORNPROST.PWY..arginine..ornithine.and.proline.interconversion","",0,0.12,"Cohousing",0.0489592603729298
"PYRIDNUCSAL.PWY..NAD.salvage.pathway.I","",0,0.12,"Cohousing",0.128228539320335
"ENTBACSYN.PWY..enterobactin.biosynthesis","",0,0.1,"Cohousing",0
"PRPP.PWY..superpathway.of.histidine..purine..and.pyrimidine.biosynthesis","",0,0.1,"Cohousing",0.0156167561951628
"PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.I","",0,0.1,"Cohousing",0.0958371158093025
"PWY.1861..formaldehyde.assimilation.II..RuMP.Cycle.","",0,0.05,"Cohousing",0.0504126203839306
"PWY.3781..aerobic.respiration.I..cytochrome.c.","",0,0.09,"Cohousing",0.0302531657508039
"PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine.","",0,0.06,"Cohousing",0.0769657453228381
"PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I","",0,0.09,"Cohousing",0.1260240834083
"X3.HYDROXYPHENYLACETATE.DEGRADATION.PWY..4.hydroxyphenylacetate.degradation","",0,0.12,"Cohousing",2.80938292786841e-09
"PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis","",0,0.16,"Cohousing",0.0729409421244954
"PWY.6731..starch.degradation.III","",0,0.13,"Cohousing",0
"PWY.6895..superpathway.of.thiamin.diphosphate.biosynthesis.II","",0,NA,"Cohousing",0.0029819719964037
"PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis","",0,0.07,"Cohousing",0.0749116762371895
"PWY0.781..aspartate.superpathway","",0,0.1,"Cohousing",0.0939056100114179
"PWY_REDCITCYC..TCA.cycle.VIII..helicobacter.","",0,0.11,"Cohousing",0.00830823602073804
"PWY_TCA..TCA.cycle.I..prokaryotic.","",0,0.11,"Cohousing",0.0169563545487913
"GLUCONEO.PWY..gluconeogenesis.I","",0,NA,"Cohousing",0
"LPSSYN.PWY..superpathway.of.lipopolysaccharide.biosynthesis","",0,0.08,"Cohousing",0.0370945980029465
"P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.","",0,0.1,"Cohousing",0.0622221307503649
"P124.PWY..Bifidobacterium.shunt","",0,0.17,"Cohousing",1.28194170756581e-10
"P164.PWY..purine.nucleobases.degradation.I..anaerobic.","",0,0.05,"Cohousing",0.05321966432794
"P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I","",0,0.1,"Cohousing",0.0872475049036733
"P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate","",0,0.06,"Cohousing",0
"PENTOSE.P.PWY..pentose.phosphate.pathway","",0,0.14,"Cohousing",0.0152694964591441
"ECASYN.PWY..enterobacterial.common.antigen.biosynthesis","",0,0.1,"Cohousing",0.0443925444896285
"PWY.5676..acetyl.CoA.fermentation.to.butanoate.II","",0,0.06,"Cohousing",0.0535368050657272
"CENTFERM.PWY..pyruvate.fermentation.to.butanoate","",NA,NA,"Cohousing",0.0153498120678374
"PWY0.42..2.methylcitrate.cycle.I","",0,0.17,"Cohousing",0.04216703966282
"THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I","",0,0.17,"Cohousing",0.00126768073960667
"PWY.6969..TCA.cycle.V..2.oxoglutarate.ferredoxin.oxidoreductase.","",0,0.1,"Cohousing",0.0267846546414163
"ALL.CHORISMATE.PWY..superpathway.of.chorismate.metabolism","",0,0.14,"Cohousing",0.0382178648057378
"PWY_ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis","",0,0.13,"Cohousing",0.133474599724144
"PWY.7254..TCA.cycle.VII..acetate.producers.","",0,0.08,"Cohousing",0.0206845204514063
"PWY0.862...5Z..dodec.5.enoate.biosynthesis","",0,0.16,"Cohousing",1.20134219635095e-09
"PWY.6629..superpathway.of.L.tryptophan.biosynthesis","",0,0.14,"Cohousing",0.0132550090955453
"KDO.NAGLIPASYN.PWY..superpathway.of..Kdo.2.lipid.A.biosynthesis","",0,0.11,"Cohousing",0.0228105713499454
"FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage","",0,0.2,"Cohousing",0.0711427726641493
"PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.","",0,0.16,"Cohousing",0
"PWY0.41..allantoin.degradation.IV..anaerobic.","",0,0.12,"Cohousing",6.72180426215107e-08
"AEROBACTINSYN.PWY..aerobactin.biosynthesis","",0,0.11,"Cohousing",0.0718084769863522
"HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.","",0,0.06,"Cohousing",0.0191898503467818
"FAO.PWY..fatty.acid..beta..oxidation.I","",0,0.13,"Cohousing",0
"PWY.5918..superpathay.of.heme.biosynthesis.from.glutamate","",0,0.15,"Cohousing",0.0109612595126511
"CRNFORCAT.PWY..creatinine.degradation.I","",0,0.08,"Cohousing",0.0242301810247036
"FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli.","",0,0.16,"Cohousing",0
"PWY.6263..superpathway.of.menaquinol.8.biosynthesis.II","",0,0.16,"Cohousing",0.0416130166041713
"PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.","",0,0.16,"Cohousing",1.09903193959716e-08
"PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium.","",0,0.13,"Cohousing",8.73393227758579e-10
"FASYN.ELONG.PWY..fatty.acid.elongation....saturated","",0,0.16,"Cohousing",8.67202388822869e-05
"METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation","",0,0.14,"Cohousing",0.0252174540402571
"PWY.7664..oleate.biosynthesis.IV..anaerobic.","",0,0.17,"Cohousing",3.29752163368778e-09
"PWY.7199..pyrimidine.deoxyribonucleosides.salvage","",0,0.15,"Cohousing",0.0581069381228749
"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.","",0,0.13,"Cohousing",0.104276636160255
"PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.","",0,0.13,"Cohousing",0.0971071777809995
"PWY.6519..8.amino.7.oxononanoate.biosynthesis.I","",0,0.16,"Cohousing",0.00559919715421556
"P441.PWY..superpathway.of.N.acetylneuraminate.degradation","",0,0.16,"Cohousing",0
"PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis","",0,0.15,"Cohousing",0.0214149768192781
"PWY.6891..thiazole.biosynthesis.II..Bacillus.","",0,0.14,"Cohousing",0.00152881421289004
"PWY.5845..superpathway.of.menaquinol.9.biosynthesis","",0,0.15,"Cohousing",0.0241244351521774
"PWY.5896..superpathway.of.menaquinol.10.biosynthesis","",0,0.15,"Cohousing",0.0241244351521774
"PWY.6892..thiazole.biosynthesis.I..E..coli.","",0,0.17,"Cohousing",2.89078710942607e-09
"PWY0.1338..polymyxin.resistance","",0,0.14,"Cohousing",0.0273069569064043
"P23.PWY..reductive.TCA.cycle.I","",0,0.14,"Cohousing",0
"BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I","",0,0.17,"Cohousing",0.00300524769329159
"PWY.922..mevalonate.pathway.I","",0,0.16,"Cohousing",0.0097641214264641
"PWY_GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff","",0,0.17,"Cohousing",0.00482175926790551
"PWY.6628..superpathway.of.L.phenylalanine.biosynthesis","",0,0.15,"Cohousing",0.0617206262636472
"PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.","",0,0.16,"Cohousing",0.0568104427083656
"AST.PWY..L.arginine.degradation.II..AST.pathway.","",0,0.16,"Cohousing",0.0132208118843487
"PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.","",0,0.14,"Cohousing",0.117371261319262
"MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis","",0,0.16,"Cohousing",0.0588111306663724
"PWY_TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA","",0,0.16,"Cohousing",0.0465667560917562
"PWY.5656..mannosylglycerate.biosynthesis.I","",0,0.16,"Cohousing",0.0192264067301924
"PWY_GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass","",0,0.15,"Cohousing",0.0393837611787958
"SO4ASSIM.PWY..sulfate.reduction.I..assimilatory.","",0,0.21,"Cohousing",0.0704025077529897
"GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation","",0,0.16,"Cohousing",0.035919368920304
"HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I","",0,0.17,"Cohousing",0.061250024986205
"UBISYN.PWY..superpathway.of.ubiquinol.8.biosynthesis..prokaryotic.","",0,0.17,"Cohousing",0.029665874698198
"PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.","",0,0.16,"Cohousing",0.0515847923554697
"PWY.5971..palmitate.biosynthesis.II..bacteria.and.plants.","",0,0.16,"Cohousing",0.0502361018980947
"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis","",0,0.18,"Cohousing",0.0696355715033068
"HISDEG.PWY..L.histidine.degradation.I","",0,0.2,"Cohousing",0.0975652957994172
"GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation","",0,0.17,"Cohousing",0.0494558091469384
"METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis","",0,0.18,"Cohousing",0.0592001796472573
"RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.","",0,0.18,"Cohousing",0.0644873769516291
"DAPLYSINESYN.PWY..L.lysine.biosynthesis.I","",0,0.17,"Cohousing",0.0951614849763339
"PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis","",0,1,"Cohousing",0.0859193448002725
"PWY.5860..superpathway.of.demethylmenaquinol.6.biosynthesis.I","",0,0.18,"Cohousing",0.0268400161868904
"PWY.5850..superpathway.of.menaquinol.6.biosynthesis.I","",0,0.18,"Cohousing",0.0292328663007464
"GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.","",0,0.18,"Cohousing",0
"PWY.5173..superpathway.of.acetyl.CoA.biosynthesis","",0,0.16,"Cohousing",0.0347782893049861
"PWY.5675..nitrate.reduction.V..assimilatory.","",0,0.19,"Cohousing",0
"LACTOSECAT.PWY..lactose.and.galactose.degradation.I","",0,0.2,"Cohousing",0.0730573834915057
"PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I","",0,0.19,"Cohousing",0.0185252417963562
"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation","",0,0.17,"Cohousing",0.0461537697397577
"PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis","",0,0.2,"Cohousing",0.0174950500043775
"PWY_GLYOXYLATE.BYPASS..glyoxylate.cycle","",0,0.19,"Cohousing",0.0399461180768579
"PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.","",0,0.17,"Cohousing",0.0448572787725571
"POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.","",0,0.19,"Cohousing",0.0232432742700514
"PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III","",0,0.23,"Cohousing",0.0805571119216903
"HSERMETANA.PWY..L.methionine.biosynthesis.III","",NA,NA,"Cohousing",0.0602307039367747
"PWY_NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II","",0,0.17,"Cohousing",0.0395109870832181
"PWY_HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.","",0,0.18,"Cohousing",0.0148105297353561
"PWY.5088..L.glutamate.degradation.VIII..to.propanoate.","",0,0.2,"Cohousing",0
"PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.oxopent.4.enoate","",0,0.19,"Cohousing",0.0768774018476497
"HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.oxopent.4.enoate","",0,0.19,"Cohousing",0.0768774018476497
"POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I","",0,0.21,"Cohousing",0.0385861563280791
"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle.","",0,0.18,"Cohousing",0.156655181339145
"PWY.7237..myo...chiro..and.scillo.inositol.degradation","",0,0.2,"Cohousing",0.0438359621112204
"P161.PWY..acetylene.degradation","",0,0.19,"Cohousing",0.0715318739109279
"PWY.7315..dTDP.N.acetylthomosamine.biosynthesis","",0,0.2,"Cohousing",0.047701182364458
"PWY.7456..mannan.degradation","",0,0.21,"Cohousing",0.0726383433087453
"PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP","",0,0.2,"Cohousing",0.108910379407764
"COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis","",0,0.2,"Cohousing",0.00527684765626825
"PWY.6608..guanosine.nucleotides.degradation.III","",0,0.22,"Cohousing",0.0562392002155471
"COA.PWY..coenzyme.A.biosynthesis.I","",0,0.25,"Cohousing",0.0527458111491319
"PWY0.1261..anhydromuropeptides.recycling","",0,0.2,"Cohousing",0.0467760317688113
"PWY.6353..purine.nucleotides.degradation.II..aerobic.","",0,0.22,"Cohousing",0.0506422906146953
"PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation","",0,0.2,"Cohousing",0.0867404361093964
"SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I","",0,0.23,"Cohousing",0.0554086627641305
"SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II","",0,0.22,"Cohousing",0.0407632131994426
"KETOGLUCONMET.PWY..ketogluconate.metabolism","",0,0.2,"Cohousing",0.0826419904213003
"FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation","",0,0.22,"Cohousing",0
"GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol","",0,0.2,"Cohousing",0.0715797695351257
"PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage","",0,0.2,"Cohousing",0.0297945055475577
"PWY0.1533..methylphosphonate.degradation.I","",0,0.22,"Cohousing",0.0353242538908121
"PWY0.1061..superpathway.of.L.alanine.biosynthesis","",0,0.22,"Cohousing",0.0467086468993633
"TRPSYN.PWY..L.tryptophan.biosynthesis","",0,0.21,"Cohousing",0.0644537151483626
"PWY.5705..allantoin.degradation.to.glyoxylate.III","",0,0.22,"Cohousing",0.0480768391143883
"P122.PWY..heterolactic.fermentation","",0,0.2,"Cohousing",0.0752075119015458
"PWY.5855..ubiquinol.7.biosynthesis..prokaryotic.","",0,0.21,"Cohousing",0.0273045116811948
"PWY.5856..ubiquinol.9.biosynthesis..prokaryotic.","",0,0.21,"Cohousing",0.0273045116811948
"PWY.5857..ubiquinol.10.biosynthesis..prokaryotic.","",0,0.21,"Cohousing",0.0273045116811948
"PWY.6708..ubiquinol.8.biosynthesis..prokaryotic.","",0,0.21,"Cohousing",0.0273045116811948
"PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV","",0,0.22,"Cohousing",0.108455984232975
"PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis","",0,0.21,"Cohousing",0.0567711362598686
"PWY.4984..urea.cycle","",0,0.24,"Cohousing",0
"PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.","",0,0.24,"Cohousing",0
"FUCCAT.PWY..fucose.degradation","",0,0.21,"Cohousing",0.050779246838245
"PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.","*",0,0.22,"Cohousing",0.0451794223502106
"GLYCOCAT.PWY..glycogen.degradation.I..bacterial.","*",0,0.23,"Cohousing",0.102841476373723
"PWY0.1296..purine.ribonucleosides.degradation","*",0,0.23,"Cohousing",0.0578963807311547
"PWY.5920..superpathway.of.heme.biosynthesis.from.glycine","*",0,0.23,"Cohousing",0.0497150020318909
"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.","*",0,0.24,"Cohousing",0.0282810198764768
"PWY.2941..L.lysine.biosynthesis.II","*",0,0.24,"Cohousing",0.0492895863648951
"P42.PWY..incomplete.reductive.TCA.cycle","*",0,0.23,"Cohousing",0.0700006945266727
"PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation","*",0,0.24,"Cohousing",0.045196544009868
"ARO.PWY..chorismate.biosynthesis.I","*",0,0.22,"Cohousing",0.0331793623535917
"PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing.","*",0,0.25,"Cohousing",0.0416041672462217
"FERMENTATION.PWY..mixed.acid.fermentation","*",0,0.22,"Cohousing",0.0362657761454483
"PWY.5791..1.4.dihydroxy.2.naphthoate.biosynthesis.II..plants.","*",0,0.23,"Cohousing",0.0135877081340215
"PWY.5837..1.4.dihydroxy.2.naphthoate.biosynthesis.I","*",0,0.23,"Cohousing",0.0135877081340215
"PWY.5913..TCA.cycle.VI..obligate.autotrophs.","*",0,0.23,"Cohousing",0.0312737380319361
"DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II","*",0,0.24,"Cohousing",0.0594498841051158
"NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch.","*",0,0.25,"Cohousing",0.0497430326640003
"PWY.5897..superpathway.of.menaquinol.11.biosynthesis","*",0,0.23,"Cohousing",0.0133415037224252
"PWY.5898..superpathway.of.menaquinol.12.biosynthesis","*",0,0.23,"Cohousing",0.0133415037224252
"PWY.5899..superpathway.of.menaquinol.13.biosynthesis","*",0,0.23,"Cohousing",0.0133415037224252
"PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate","*",0,0.26,"Cohousing",0.031780212275691
"ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis","*",0,0.22,"Cohousing",0.0386691442342563
"GLUCARDEG.PWY..D.glucarate.degradation.I","*",0,0.24,"Cohousing",0.0486217290522056
"PWY.7234..inosine.5..phosphate.biosynthesis.III","*",0,0.25,"Cohousing",0.0614317082552196
"PWY.5022..4.aminobutanoate.degradation.V","*",0,0.23,"Cohousing",0.069554539715571
"THRESYN.PWY..superpathway.of.L.threonine.biosynthesis","*",0,0.26,"Cohousing",0.0595454939674992
"PWY.6737..starch.degradation.V","*",0,0.27,"Cohousing",0.0488949719554204
"DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I","*",0,0.27,"Cohousing",0.0272614890149517
"PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis","*",0,0.25,"Cohousing",0.0166940429497814
"PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I","*",0,0.25,"Cohousing",0.0679443763127942
"PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I","*",0,0.27,"Cohousing",0.0606583793869468
"PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II","*",0,0.25,"Cohousing",0.063183951155522
"PWY.5103..L.isoleucine.biosynthesis.III","*",0.01,0.29,"Cohousing",0.0478867649186302
"COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis","*",0,0.27,"Cohousing",0.0332815144186384
"PWY.7013..L.1.2.propanediol.degradation","*",0,0.25,"Cohousing",0.0369500016477279
"TRNA.CHARGING.PWY..tRNA.charging","*",0,0.25,"Cohousing",0.061723650052043
"PWY0.321..phenylacetate.degradation.I..aerobic.","*",0,0.26,"Cohousing",0
"GALACTUROCAT.PWY..D.galacturonate.degradation.I","*",0,0.26,"Cohousing",0.0814798894628358
"BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis","*",0.01,0.29,"Cohousing",0.0476095968587656
"PWY.5005..biotin.biosynthesis.II","*",0,0.26,"Cohousing",0.150045862618073
"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I","*",0.01,0.28,"Cohousing",0.0452197693950364
"PWY.6630..superpathway.of.L.tyrosine.biosynthesis","*",0,0.26,"Cohousing",0.0311703628552338
"PWY.5840..superpathway.of.menaquinol.7.biosynthesis","*",0,0.25,"Cohousing",0.0289047681106298
"PWY.6609..adenine.and.adenosine.salvage.III","*",0,0.26,"Cohousing",0.0449027024409309
"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I","*",0.01,0.3,"Cohousing",0.0310063107027774
"PPGPPMET.PWY..ppGpp.biosynthesis","*",0,0.26,"Cohousing",0.101493732523016
"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II","*",0.02,0.3,"Cohousing",0.0298908917825614
"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis","*",0.02,0.3,"Cohousing",0.0298908917825614
"POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II","*",0,0.27,"Cohousing",0.178727614782333
"GALACTARDEG.PWY..D.galactarate.degradation.I","*",0,0.26,"Cohousing",0.0601333163692169
"GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation","*",0,0.26,"Cohousing",0.0601333163692169
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis","*",0,0.27,"Cohousing",0.0351084490224452
"PWY.5104..L.isoleucine.biosynthesis.IV","*",0,0.28,"Cohousing",0.0682350365136999
"PWY.6700..queuosine.biosynthesis","*",0,0.26,"Cohousing",0.043243966316857
"PWY.6317..galactose.degradation.I..Leloir.pathway.","*",0,0.27,"Cohousing",0.0313333403426487
"ORNDEG.PWY..superpathway.of.ornithine.degradation","*",0,0.27,"Cohousing",0.0362440781871195
"PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III","*",0.01,0.28,"Cohousing",0.048827292094238
"PWY.6897..thiamin.salvage.II","*",0,0.3,"Cohousing",0.0473583910176288
"ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation","*",0,0.28,"Cohousing",0.025504648686925
"ARGDEG.PWY..superpathway.of.L.arginine..putrescine..and.4.aminobutanoate.degradation","*",0,0.28,"Cohousing",0.025504648686925
"PWY.5659..GDP.mannose.biosynthesis","*",0,0.27,"Cohousing",0.0640197752958152
"PWY.5686..UMP.biosynthesis","*",0,0.28,"Cohousing",0.0365785130250358
"PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis","*",0,0.28,"Cohousing",0.0369282772389096
"NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I","*",0,0.28,"Cohousing",0.0350664803687881
"PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II","*",0,0.29,"Cohousing",0.0921050791079544
"PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.","*",0.01,0.27,"Cohousing",0.0646307545249923
